관측소코드,관측소명,관측시간,시강수량,비고
4009460,순천시(우산리),2020-10-01 07,0,
9000140,화순군(동복댐),2020-10-01 07,0,
9000233,장흥군(봉동리),2020-10-01 07,0,
9000234,보성군(보성강댐),2020-10-01 07,0,
4001430,진안군(도통리),2020-10-01 08,0,
4001440,임실군(용암리),2020-10-01 08,0,
4001450,순창군(시산리),2020-10-01 08,0,
4003420,임실군(섬진강댐),2020-10-01 08,0,
4007450,보성군(복내리),2020-10-01 08,0,
4007470,순천시(주암댐),2020-10-01 08,0,
4007472,화순군(동가리),2020-10-01 08,0,
4007474,화순군(맹리),2020-10-01 08,0,
4009460,순천시(우산리),2020-10-01 08,0,
9000140,화순군(동복댐),2020-10-01 08,0,
9000233,장흥군(봉동리),2020-10-01 08,0,
9000234,보성군(보성강댐),2020-10-01 08,0,
4001430,진안군(도통리),2020-10-01 09,0,
4001440,임실군(용암리),2020-10-01 09,0,
4001450,순창군(시산리),2020-10-01 09,0,
4003420,임실군(섬진강댐),2020-10-01 09,0,
4007450,보성군(복내리),2020-10-01 09,0,
4007470,순천시(주암댐),2020-10-01 09,0,
4007472,화순군(동가리),2020-10-01 09,0,
4007474,화순군(맹리),2020-10-01 09,0,
4009460,순천시(우산리),2020-10-01 09,0,
9000140,화순군(동복댐),2020-10-01 09,0,
9000233,장흥군(봉동리),2020-10-01 09,0,
9000234,보성군(보성강댐),2020-10-01 09,0,
4001430,진안군(도통리),2020-10-01 10,0,
4001440,임실군(용암리),2020-10-01 10,0,
4001450,순창군(시산리),2020-10-01 10,0,
4003420,임실군(섬진강댐),2020-10-01 10,0,
4007450,보성군(복내리),2020-10-01 10,0,
4007470,순천시(주암댐),2020-10-01 10,0,
4007472,화순군(동가리),2020-10-01 10,0,
4007474,화순군(맹리),2020-10-01 10,0,
4009460,순천시(우산리),2020-10-01 10,0,
9000140,화순군(동복댐),2020-10-01 10,0,
9000233,장흥군(봉동리),2020-10-01 10,0,
9000234,보성군(보성강댐),2020-10-01 10,0,
4001430,진안군(도통리),2020-10-01 11,0,
4001440,임실군(용암리),2020-10-01 11,0,
4001450,순창군(시산리),2020-10-01 11,0,
4003420,임실군(섬진강댐),2020-10-01 11,0,
4007450,보성군(복내리),2020-10-01 11,0,
4007470,순천시(주암댐),2020-10-01 11,0,
4007472,화순군(동가리),2020-10-01 11,0,
4007474,화순군(맹리),2020-10-01 11,0,
4009460,순천시(우산리),2020-10-01 11,0,
9000140,화순군(동복댐),2020-10-01 11,0,
9000233,장흥군(봉동리),2020-10-01 11,0,
9000234,보성군(보성강댐),2020-10-01 11,0,
4001430,진안군(도통리),2020-10-01 12,0,
4001440,임실군(용암리),2020-10-01 12,0,
4001450,순창군(시산리),2020-10-01 12,0,
4003420,임실군(섬진강댐),2020-10-01 12,0,
4007450,보성군(복내리),2020-10-01 12,0,
4007470,순천시(주암댐),2020-10-01 12,0,
4007472,화순군(동가리),2020-10-01 12,0,
4007474,화순군(맹리),2020-10-01 12,0,
4009460,순천시(우산리),2020-10-01 12,0,
9000140,화순군(동복댐),2020-10-01 12,0,
9000233,장흥군(봉동리),2020-10-01 12,0,
9000234,보성군(보성강댐),2020-10-01 12,0,
4001430,진안군(도통리),2020-10-01 13,0,
4001440,임실군(용암리),2020-10-01 13,0,
4001450,순창군(시산리),2020-10-01 13,0,
4003420,임실군(섬진강댐),2020-10-01 13,0,
4007450,보성군(복내리),2020-10-01 13,0,
4007470,순천시(주암댐),2020-10-01 13,0,
4007472,화순군(동가리),2020-10-01 13,0,
4007474,화순군(맹리),2020-10-01 13,0,
4009460,순천시(우산리),2020-10-01 13,0,
9000140,화순군(동복댐),2020-10-01 13,0,
9000233,장흥군(봉동리),2020-10-01 13,0,
9000234,보성군(보성강댐),2020-10-01 13,0,
4001430,진안군(도통리),2020-10-01 14,0,
4001440,임실군(용암리),2020-10-01 14,0,
4001450,순창군(시산리),2020-10-01 14,0,
4003420,임실군(섬진강댐),2020-10-01 14,0,
4007450,보성군(복내리),2020-10-01 14,0,
4007470,순천시(주암댐),2020-10-01 14,0,
4007472,화순군(동가리),2020-10-01 14,0,
4007474,화순군(맹리),2020-10-01 14,0,
4009460,순천시(우산리),2020-10-01 14,0,
9000140,화순군(동복댐),2020-10-01 14,0,
9000233,장흥군(봉동리),2020-10-01 14,0,
9000234,보성군(보성강댐),2020-10-01 14,0,
4001430,진안군(도통리),2020-10-01 15,0,
4001440,임실군(용암리),2020-10-01 15,0,
4001450,순창군(시산리),2020-10-01 15,0,
4003420,임실군(섬진강댐),2020-10-01 15,0,
4007450,보성군(복내리),2020-10-01 15,0,
4007470,순천시(주암댐),2020-10-01 15,0,
4007472,화순군(동가리),2020-10-01 15,0,
4007474,화순군(맹리),2020-10-01 15,0,
4009460,순천시(우산리),2020-10-01 15,0,
9000140,화순군(동복댐),2020-10-01 15,0,
9000233,장흥군(봉동리),2020-10-01 15,0,
9000234,보성군(보성강댐),2020-10-01 15,0,
4001430,진안군(도통리),2020-10-01 16,0,
4001440,임실군(용암리),2020-10-01 16,0,
4001450,순창군(시산리),2020-10-01 16,0,
4003420,임실군(섬진강댐),2020-10-01 16,0,
4007450,보성군(복내리),2020-10-01 16,0,
4007470,순천시(주암댐),2020-10-01 16,0,
4007472,화순군(동가리),2020-10-01 16,0,
4007474,화순군(맹리),2020-10-01 16,0,
4009460,순천시(우산리),2020-10-01 16,0,
9000140,화순군(동복댐),2020-10-01 16,0,
9000233,장흥군(봉동리),2020-10-01 16,0,
9000234,보성군(보성강댐),2020-10-01 16,0,
4001430,진안군(도통리),2020-10-01 17,0,
4001440,임실군(용암리),2020-10-01 17,0,
4001450,순창군(시산리),2020-10-01 17,0,
4003420,임실군(섬진강댐),2020-10-01 17,0,
4007450,보성군(복내리),2020-10-01 17,0,
4007470,순천시(주암댐),2020-10-01 17,0,
4007472,화순군(동가리),2020-10-01 17,0,
4007474,화순군(맹리),2020-10-01 17,0,
4009460,순천시(우산리),2020-10-01 17,0,
9000140,화순군(동복댐),2020-10-01 17,0,
9000233,장흥군(봉동리),2020-10-01 17,0,
9000234,보성군(보성강댐),2020-10-01 17,0,
4001430,진안군(도통리),2020-10-01 18,0,
4001440,임실군(용암리),2020-10-01 18,0,
4001450,순창군(시산리),2020-10-01 18,0,
4003420,임실군(섬진강댐),2020-10-01 18,0,
4007450,보성군(복내리),2020-10-01 18,0,
4007470,순천시(주암댐),2020-10-01 18,0,
4007472,화순군(동가리),2020-10-01 18,0,
4007474,화순군(맹리),2020-10-01 18,0,
4009460,순천시(우산리),2020-10-01 18,0,
9000140,화순군(동복댐),2020-10-01 18,0,
9000233,장흥군(봉동리),2020-10-01 18,0,
9000234,보성군(보성강댐),2020-10-01 18,0,
4001430,진안군(도통리),2020-10-01 19,0,
4001440,임실군(용암리),2020-10-01 19,0,
4001450,순창군(시산리),2020-10-01 19,0,
4003420,임실군(섬진강댐),2020-10-01 19,0,
4007450,보성군(복내리),2020-10-01 19,0,
4007470,순천시(주암댐),2020-10-01 19,0,
4007472,화순군(동가리),2020-10-01 19,0,
4007474,화순군(맹리),2020-10-01 19,0,
4009460,순천시(우산리),2020-10-01 19,0,
9000140,화순군(동복댐),2020-10-01 19,0,
9000233,장흥군(봉동리),2020-10-01 19,0,
9000234,보성군(보성강댐),2020-10-01 19,0,
4001430,진안군(도통리),2020-10-01 20,0,
4001440,임실군(용암리),2020-10-01 20,0,
4001450,순창군(시산리),2020-10-01 20,0,
4003420,임실군(섬진강댐),2020-10-01 20,0,
4007450,보성군(복내리),2020-10-01 20,0,
4007470,순천시(주암댐),2020-10-01 20,0,
4007472,화순군(동가리),2020-10-01 20,0,
4007474,화순군(맹리),2020-10-01 20,0,
4009460,순천시(우산리),2020-10-01 20,0,
9000140,화순군(동복댐),2020-10-01 20,0,
9000233,장흥군(봉동리),2020-10-01 20,0,
9000234,보성군(보성강댐),2020-10-01 20,0,
4001430,진안군(도통리),2020-10-01 21,0,
4001440,임실군(용암리),2020-10-01 21,0,
4001450,순창군(시산리),2020-10-01 21,0,
4003420,임실군(섬진강댐),2020-10-01 21,0,
4007450,보성군(복내리),2020-10-01 21,0,
4007470,순천시(주암댐),2020-10-01 21,0,
4007472,화순군(동가리),2020-10-01 21,0,
4007474,화순군(맹리),2020-10-01 21,0,
4009460,순천시(우산리),2020-10-01 21,0,
9000140,화순군(동복댐),2020-10-01 21,0,
9000233,장흥군(봉동리),2020-10-01 21,0,
9000234,보성군(보성강댐),2020-10-01 21,0,
4001430,진안군(도통리),2020-10-01 22,0,
4001440,임실군(용암리),2020-10-01 22,0,
4001450,순창군(시산리),2020-10-01 22,0,
4003420,임실군(섬진강댐),2020-10-01 22,0,
4007450,보성군(복내리),2020-10-01 22,0,
4007470,순천시(주암댐),2020-10-01 22,0,
4007472,화순군(동가리),2020-10-01 22,0,
4007474,화순군(맹리),2020-10-01 22,0,
4009460,순천시(우산리),2020-10-01 22,0,
9000140,화순군(동복댐),2020-10-01 22,0,
9000233,장흥군(봉동리),2020-10-01 22,0,
9000234,보성군(보성강댐),2020-10-01 22,0,
4001430,진안군(도통리),2020-10-01 23,0,
4001440,임실군(용암리),2020-10-01 23,0,
4001450,순창군(시산리),2020-10-01 23,0,
4003420,임실군(섬진강댐),2020-10-01 23,0,
4007450,보성군(복내리),2020-10-01 23,0,
4007470,순천시(주암댐),2020-10-01 23,0,
4007472,화순군(동가리),2020-10-01 23,0,
4007474,화순군(맹리),2020-10-01 23,0,
4009460,순천시(우산리),2020-10-01 23,0,
9000140,화순군(동복댐),2020-10-01 23,0,
9000233,장흥군(봉동리),2020-10-01 23,0,
9000234,보성군(보성강댐),2020-10-01 23,0,
4001430,진안군(도통리),2020-10-02 00,0,
4001440,임실군(용암리),2020-10-02 00,0,
4001450,순창군(시산리),2020-10-02 00,0,
4003420,임실군(섬진강댐),2020-10-02 00,0,
4007450,보성군(복내리),2020-10-02 00,0,
4007470,순천시(주암댐),2020-10-02 00,0,
4007472,화순군(동가리),2020-10-02 00,0,
4007474,화순군(맹리),2020-10-02 00,0,
4009460,순천시(우산리),2020-10-02 00,0,
9000140,화순군(동복댐),2020-10-02 00,0,
9000233,장흥군(봉동리),2020-10-02 00,0,
9000234,보성군(보성강댐),2020-10-02 00,0,
4001430,진안군(도통리),2020-10-02 01,0,
4001440,임실군(용암리),2020-10-02 01,0,
4001450,순창군(시산리),2020-10-02 01,0,
4003420,임실군(섬진강댐),2020-10-02 01,0,
4007450,보성군(복내리),2020-10-02 01,0,
4007470,순천시(주암댐),2020-10-02 01,0,
4007472,화순군(동가리),2020-10-02 01,0,
4007474,화순군(맹리),2020-10-02 01,0,
4009460,순천시(우산리),2020-10-02 01,0,
9000140,화순군(동복댐),2020-10-02 01,0,
9000233,장흥군(봉동리),2020-10-02 01,0,
9000234,보성군(보성강댐),2020-10-02 01,0,
4001430,진안군(도통리),2020-10-02 02,0,
4001440,임실군(용암리),2020-10-02 02,0,
4001450,순창군(시산리),2020-10-02 02,0,
4003420,임실군(섬진강댐),2020-10-02 02,0,
4007450,보성군(복내리),2020-10-02 02,0,
4007470,순천시(주암댐),2020-10-02 02,0,
4007472,화순군(동가리),2020-10-02 02,0,
4007474,화순군(맹리),2020-10-02 02,0,
4009460,순천시(우산리),2020-10-02 02,0,
9000140,화순군(동복댐),2020-10-02 02,0,
9000233,장흥군(봉동리),2020-10-02 02,0,
9000234,보성군(보성강댐),2020-10-02 02,0,
4001430,진안군(도통리),2020-10-02 03,0,
4001440,임실군(용암리),2020-10-02 03,0,
4001450,순창군(시산리),2020-10-02 03,0,
4003420,임실군(섬진강댐),2020-10-02 03,0,
4007450,보성군(복내리),2020-10-02 03,0,
4007470,순천시(주암댐),2020-10-02 03,0,
4007472,화순군(동가리),2020-10-02 03,0,
4007474,화순군(맹리),2020-10-02 03,0,
4009460,순천시(우산리),2020-10-02 03,0,
9000140,화순군(동복댐),2020-10-02 03,0,
9000233,장흥군(봉동리),2020-10-02 03,0,
9000234,보성군(보성강댐),2020-10-02 03,0,
4001430,진안군(도통리),2020-10-02 04,0,
4001440,임실군(용암리),2020-10-02 04,0,
4001450,순창군(시산리),2020-10-02 04,0,
4003420,임실군(섬진강댐),2020-10-02 04,0,
4007450,보성군(복내리),2020-10-02 04,0,
4007470,순천시(주암댐),2020-10-02 04,0,
4007472,화순군(동가리),2020-10-02 04,0,
4007474,화순군(맹리),2020-10-02 04,0,
4009460,순천시(우산리),2020-10-02 04,0,
9000140,화순군(동복댐),2020-10-02 04,0,
9000233,장흥군(봉동리),2020-10-02 04,0,
9000234,보성군(보성강댐),2020-10-02 04,0,
4001430,진안군(도통리),2020-10-02 05,0,
4001440,임실군(용암리),2020-10-02 05,0,
4001450,순창군(시산리),2020-10-02 05,0,
4003420,임실군(섬진강댐),2020-10-02 05,0,
4007450,보성군(복내리),2020-10-02 05,0,
4007470,순천시(주암댐),2020-10-02 05,0,
4007472,화순군(동가리),2020-10-02 05,0,
4007474,화순군(맹리),2020-10-02 05,0,
4009460,순천시(우산리),2020-10-02 05,0,
9000140,화순군(동복댐),2020-10-02 05,0,
9000233,장흥군(봉동리),2020-10-02 05,0,
9000234,보성군(보성강댐),2020-10-02 05,0,
4001430,진안군(도통리),2020-10-02 06,0,
4001440,임실군(용암리),2020-10-02 06,0,
4001450,순창군(시산리),2020-10-02 06,0,
4003420,임실군(섬진강댐),2020-10-02 06,0,
4007450,보성군(복내리),2020-10-02 06,0,
4007470,순천시(주암댐),2020-10-02 06,0,
4007472,화순군(동가리),2020-10-02 06,0,
4007474,화순군(맹리),2020-10-02 06,0,
4009460,순천시(우산리),2020-10-02 06,0,
9000140,화순군(동복댐),2020-10-02 06,0,
9000233,장흥군(봉동리),2020-10-02 06,0,
9000234,보성군(보성강댐),2020-10-02 06,0,
4001430,진안군(도통리),2020-10-02 07,0,
4001440,임실군(용암리),2020-10-02 07,0,
4001450,순창군(시산리),2020-10-02 07,0,
4003420,임실군(섬진강댐),2020-10-02 07,0,
4007450,보성군(복내리),2020-10-02 07,0,
4007470,순천시(주암댐),2020-10-02 07,0,
4007472,화순군(동가리),2020-10-02 07,0,
4007474,화순군(맹리),2020-10-02 07,0,
4009460,순천시(우산리),2020-10-02 07,0,
9000140,화순군(동복댐),2020-10-02 07,0,
9000233,장흥군(봉동리),2020-10-02 07,0,
9000234,보성군(보성강댐),2020-10-02 07,0,
4001430,진안군(도통리),2020-10-02 08,0,
4001440,임실군(용암리),2020-10-02 08,0,
4001450,순창군(시산리),2020-10-02 08,0,
4003420,임실군(섬진강댐),2020-10-02 08,0,
4007450,보성군(복내리),2020-10-02 08,0,
4007470,순천시(주암댐),2020-10-02 08,0,
4007472,화순군(동가리),2020-10-02 08,0,
4007474,화순군(맹리),2020-10-02 08,0,
4009460,순천시(우산리),2020-10-02 08,0,
9000140,화순군(동복댐),2020-10-02 08,0,
9000233,장흥군(봉동리),2020-10-02 08,0,
9000234,보성군(보성강댐),2020-10-02 08,0,
4001430,진안군(도통리),2020-10-02 09,0,
4001440,임실군(용암리),2020-10-02 09,0,
4001450,순창군(시산리),2020-10-02 09,0,
4003420,임실군(섬진강댐),2020-10-02 09,0,
4007450,보성군(복내리),2020-10-02 09,0,
4007470,순천시(주암댐),2020-10-02 09,0,
4007472,화순군(동가리),2020-10-02 09,0,
4007474,화순군(맹리),2020-10-02 09,0,
4009460,순천시(우산리),2020-10-02 09,0,
9000140,화순군(동복댐),2020-10-02 09,0,
9000233,장흥군(봉동리),2020-10-02 09,0,
9000234,보성군(보성강댐),2020-10-02 09,0,
4001430,진안군(도통리),2020-10-02 10,0,
4001440,임실군(용암리),2020-10-02 10,0,
4001450,순창군(시산리),2020-10-02 10,0,
4003420,임실군(섬진강댐),2020-10-02 10,0,
4007450,보성군(복내리),2020-10-02 10,0,
4007470,순천시(주암댐),2020-10-02 10,0,
4007472,화순군(동가리),2020-10-02 10,0,
4007474,화순군(맹리),2020-10-02 10,0,
4009460,순천시(우산리),2020-10-02 10,0,
9000140,화순군(동복댐),2020-10-02 10,0,
9000233,장흥군(봉동리),2020-10-02 10,0,
9000234,보성군(보성강댐),2020-10-02 10,0,
4001430,진안군(도통리),2020-10-02 11,0,
4001440,임실군(용암리),2020-10-02 11,0,
4001450,순창군(시산리),2020-10-02 11,0,
4003420,임실군(섬진강댐),2020-10-02 11,0,
4007450,보성군(복내리),2020-10-02 11,0,
4007470,순천시(주암댐),2020-10-02 11,0,
4007472,화순군(동가리),2020-10-02 11,0,
4007474,화순군(맹리),2020-10-02 11,0,
4009460,순천시(우산리),2020-10-02 11,0,
9000140,화순군(동복댐),2020-10-02 11,0,
9000233,장흥군(봉동리),2020-10-02 11,0,
9000234,보성군(보성강댐),2020-10-02 11,0,
4001430,진안군(도통리),2020-10-02 12,0,
4001440,임실군(용암리),2020-10-02 12,0,
4001450,순창군(시산리),2020-10-02 12,0,
4003420,임실군(섬진강댐),2020-10-02 12,0,
4007450,보성군(복내리),2020-10-02 12,0,
4007470,순천시(주암댐),2020-10-02 12,0,
4007472,화순군(동가리),2020-10-02 12,0,
4007474,화순군(맹리),2020-10-02 12,0,
4009460,순천시(우산리),2020-10-02 12,0,
9000140,화순군(동복댐),2020-10-02 12,0,
9000233,장흥군(봉동리),2020-10-02 12,0,
9000234,보성군(보성강댐),2020-10-02 12,0,
4001430,진안군(도통리),2020-10-02 13,0,
4001440,임실군(용암리),2020-10-02 13,0,
4001450,순창군(시산리),2020-10-02 13,0,
4003420,임실군(섬진강댐),2020-10-02 13,0,
4007450,보성군(복내리),2020-10-02 13,0,
4007470,순천시(주암댐),2020-10-02 13,0,
4007472,화순군(동가리),2020-10-02 13,0,
4007474,화순군(맹리),2020-10-02 13,0,
4009460,순천시(우산리),2020-10-02 13,0,
9000140,화순군(동복댐),2020-10-02 13,0,
9000233,장흥군(봉동리),2020-10-02 13,0,
9000234,보성군(보성강댐),2020-10-02 13,0,
4001430,진안군(도통리),2020-10-02 14,0,
4001440,임실군(용암리),2020-10-02 14,0,
4001450,순창군(시산리),2020-10-02 14,0,
4003420,임실군(섬진강댐),2020-10-02 14,0,
4007450,보성군(복내리),2020-10-02 14,0,
4007470,순천시(주암댐),2020-10-02 14,0,
4007472,화순군(동가리),2020-10-02 14,0,
4007474,화순군(맹리),2020-10-02 14,0,
4009460,순천시(우산리),2020-10-02 14,0,
9000140,화순군(동복댐),2020-10-02 14,0,
9000233,장흥군(봉동리),2020-10-02 14,0,
9000234,보성군(보성강댐),2020-10-02 14,0,
4001430,진안군(도통리),2020-10-02 15,0,
4001440,임실군(용암리),2020-10-02 15,0,
4001450,순창군(시산리),2020-10-02 15,0,
4003420,임실군(섬진강댐),2020-10-02 15,0,
4007450,보성군(복내리),2020-10-02 15,0,
4007470,순천시(주암댐),2020-10-02 15,0,
4007472,화순군(동가리),2020-10-02 15,0,
4007474,화순군(맹리),2020-10-02 15,0,
4009460,순천시(우산리),2020-10-02 15,0,
9000140,화순군(동복댐),2020-10-02 15,0,
9000233,장흥군(봉동리),2020-10-02 15,0,
9000234,보성군(보성강댐),2020-10-02 15,0,
4001430,진안군(도통리),2020-10-02 16,0,
4001440,임실군(용암리),2020-10-02 16,0,
4001450,순창군(시산리),2020-10-02 16,0,
4003420,임실군(섬진강댐),2020-10-02 16,0,
4007450,보성군(복내리),2020-10-02 16,0,
4007470,순천시(주암댐),2020-10-02 16,0,
4007472,화순군(동가리),2020-10-02 16,0,
4007474,화순군(맹리),2020-10-02 16,0,
4009460,순천시(우산리),2020-10-02 16,0,
9000140,화순군(동복댐),2020-10-02 16,0,
9000233,장흥군(봉동리),2020-10-02 16,0,
9000234,보성군(보성강댐),2020-10-02 16,0,
4001430,진안군(도통리),2020-10-02 17,0,
4001440,임실군(용암리),2020-10-02 17,0,
4001450,순창군(시산리),2020-10-02 17,0,
4003420,임실군(섬진강댐),2020-10-02 17,0,
4007450,보성군(복내리),2020-10-02 17,0,
4007470,순천시(주암댐),2020-10-02 17,0,
4007472,화순군(동가리),2020-10-02 17,0,
4007474,화순군(맹리),2020-10-02 17,0,
4009460,순천시(우산리),2020-10-02 17,0,
9000140,화순군(동복댐),2020-10-02 17,0,
9000233,장흥군(봉동리),2020-10-02 17,0,
9000234,보성군(보성강댐),2020-10-02 17,0,
4001430,진안군(도통리),2020-10-02 18,0,
4001440,임실군(용암리),2020-10-02 18,0,
4001450,순창군(시산리),2020-10-02 18,0,
4003420,임실군(섬진강댐),2020-10-02 18,0,
4007450,보성군(복내리),2020-10-02 18,0,
4007470,순천시(주암댐),2020-10-02 18,0,
4007472,화순군(동가리),2020-10-02 18,0,
4007474,화순군(맹리),2020-10-02 18,0,
4009460,순천시(우산리),2020-10-02 18,0,
9000140,화순군(동복댐),2020-10-02 18,0,
9000233,장흥군(봉동리),2020-10-02 18,0,
9000234,보성군(보성강댐),2020-10-02 18,0,
4001430,진안군(도통리),2020-10-02 19,0,
4001440,임실군(용암리),2020-10-02 19,0,
4001450,순창군(시산리),2020-10-02 19,0,
4003420,임실군(섬진강댐),2020-10-02 19,0,
4007450,보성군(복내리),2020-10-02 19,0,
4007470,순천시(주암댐),2020-10-02 19,0,
4007472,화순군(동가리),2020-10-02 19,0,
4007474,화순군(맹리),2020-10-02 19,0,
4009460,순천시(우산리),2020-10-02 19,0,
9000140,화순군(동복댐),2020-10-02 19,0,
9000233,장흥군(봉동리),2020-10-02 19,0,
9000234,보성군(보성강댐),2020-10-02 19,0,
4001430,진안군(도통리),2020-10-02 20,0,
4001440,임실군(용암리),2020-10-02 20,0,
4001450,순창군(시산리),2020-10-02 20,0,
4003420,임실군(섬진강댐),2020-10-02 20,0,
4007450,보성군(복내리),2020-10-02 20,0,
4007470,순천시(주암댐),2020-10-02 20,0,
4007472,화순군(동가리),2020-10-02 20,0,
4007474,화순군(맹리),2020-10-02 20,0,
4009460,순천시(우산리),2020-10-02 20,0,
9000140,화순군(동복댐),2020-10-02 20,0,
9000233,장흥군(봉동리),2020-10-02 20,0,
9000234,보성군(보성강댐),2020-10-02 20,0,
4001430,진안군(도통리),2020-10-02 21,0,
4001440,임실군(용암리),2020-10-02 21,0,
4001450,순창군(시산리),2020-10-02 21,0,
4003420,임실군(섬진강댐),2020-10-02 21,0,
4007450,보성군(복내리),2020-10-02 21,0,
4007470,순천시(주암댐),2020-10-02 21,0,
4007472,화순군(동가리),2020-10-02 21,0,
4007474,화순군(맹리),2020-10-02 21,0,
4009460,순천시(우산리),2020-10-02 21,0,
9000140,화순군(동복댐),2020-10-02 21,0,
9000233,장흥군(봉동리),2020-10-02 21,0,
9000234,보성군(보성강댐),2020-10-02 21,0,
4001430,진안군(도통리),2020-10-02 22,0,
4001440,임실군(용암리),2020-10-02 22,0,
4001450,순창군(시산리),2020-10-02 22,0,
4003420,임실군(섬진강댐),2020-10-02 22,0,
4007450,보성군(복내리),2020-10-02 22,0,
4007470,순천시(주암댐),2020-10-02 22,0,
4007472,화순군(동가리),2020-10-02 22,0,
4007474,화순군(맹리),2020-10-02 22,0,
4009460,순천시(우산리),2020-10-02 22,0,
9000140,화순군(동복댐),2020-10-02 22,0,
9000233,장흥군(봉동리),2020-10-02 22,0,
9000234,보성군(보성강댐),2020-10-02 22,0,
4001430,진안군(도통리),2020-10-02 23,0,
4001440,임실군(용암리),2020-10-02 23,0,
4001450,순창군(시산리),2020-10-02 23,0,
4003420,임실군(섬진강댐),2020-10-02 23,0,
4007450,보성군(복내리),2020-10-02 23,0,
4007470,순천시(주암댐),2020-10-02 23,0,
4007472,화순군(동가리),2020-10-02 23,0,
4007474,화순군(맹리),2020-10-02 23,0,
4009460,순천시(우산리),2020-10-02 23,0,
9000140,화순군(동복댐),2020-10-02 23,0,
9000233,장흥군(봉동리),2020-10-02 23,0,
